Category,Sub Category,Order Date,Profit
Beverages,Health Drinks,11/24/2018,84.8
Oil & Masala,Spices,6/29/2018,628.32
"Eggs, Meat & Fish",Eggs,03-03-2015,163.59
Fruits & Veggies,Organic Vegetables,06-10-2017,376.25
"Eggs, Meat & Fish",Eggs,06-10-2017,608.94
Snacks,Noodles,06-10-2017,91.3
"Eggs, Meat & Fish",Fish,11/20/2018,268.8
Bakery,Breads & Buns,11/20/2018,511.83
Fruits & Veggies,Organic Fruits,9/14/2015,525.2
Fruits & Veggies,Fresh Vegetables,9/14/2015,494.7
Fruits & Veggies,Organic Fruits,12-07-2016,186.48
Beverages,Health Drinks,12-07-2016,326.85
Fruits & Veggies,Fresh Fruits,12-07-2018,305.4
Bakery,Biscuits,10-01-2018,132.42
"Eggs, Meat & Fish",Eggs,10-01-2018,563.7
Oil & Masala,Edible Oil & Ghee,10-01-2018,283.56
Food Grains,Rice,10-01-2018,247.18
Bakery,Cakes,12/28/2018,430.76
Bakery,Breads & Buns,12/28/2018,381.36
Bakery,Biscuits,12/28/2018,650.4
Fruits & Veggies,Fresh Vegetables,12/28/2018,286.02
"Eggs, Meat & Fish",Eggs,11-03-2017,322.72
Beverages,Health Drinks,9/18/2016,205.8
Bakery,Biscuits,9/18/2016,418.95
Food Grains,Organic Staples,9/18/2016,276.26
Fruits & Veggies,Organic Vegetables,7/20/2018,192.51
Food Grains,Organic Staples,7/20/2018,567.84
Fruits & Veggies,Organic Fruits,09-10-2016,480.6
Beverages,Soft Drinks,12-01-2018,98.64
Food Grains,Atta & Flour,12-01-2018,165
Fruits & Veggies,Fresh Fruits,12-01-2018,281.77
"Eggs, Meat & Fish",Fish,12-01-2018,310.88
Snacks,Cookies,12-01-2018,176.82
Snacks,Chocolates,07-03-2016,73.95
Oil & Masala,Spices,07-03-2016,229.03
Food Grains,Rice,3/20/2017,428.16
Bakery,Cakes,3/20/2017,650.26
Oil & Masala,Masalas,3/20/2017,324.96
Fruits & Veggies,Organic Vegetables,3/20/2017,432.6
Food Grains,Dals & Pulses,01-09-2015,867.24
Oil & Masala,Spices,01-09-2015,300.72
Snacks,Noodles,08-08-2015,533.91
Food Grains,Rice,08-08-2015,177
Beverages,Health Drinks,08-08-2015,272.58
"Eggs, Meat & Fish",Eggs,08-08-2015,652.86
"Eggs, Meat & Fish",Eggs,7/14/2017,712.25
Fruits & Veggies,Fresh Vegetables,7/16/2017,392.6
Snacks,Chocolates,7/16/2017,797.58
Beverages,Soft Drinks,7/16/2017,608.16
Oil & Masala,Spices,3/15/2015,618.03
Snacks,Noodles,3/15/2015,590.8
Beverages,Health Drinks,3/15/2015,599.26
Beverages,Health Drinks,3/15/2015,920.48
Beverages,Soft Drinks,3/15/2015,907.6
Oil & Masala,Spices,5/23/2015,470.58
"Eggs, Meat & Fish",Eggs,5/23/2015,852.75
Fruits & Veggies,Organic Fruits,5/23/2015,168.2
Snacks,Noodles,4/28/2017,142.38
Food Grains,Atta & Flour,4/28/2017,303.42
Snacks,Chocolates,09-11-2017,102.42
Beverages,Health Drinks,09-11-2017,265.5
Snacks,Noodles,11/14/2018,471.09
Food Grains,Atta & Flour,11/14/2018,301.2
Food Grains,Atta & Flour,8/18/2018,922.41
"Eggs, Meat & Fish",Mutton,8/18/2018,961.48
"Eggs, Meat & Fish",Fish,8/18/2018,884.52
Bakery,Biscuits,8/18/2018,618.09
Snacks,Chocolates,8/18/2018,138.6
"Eggs, Meat & Fish",Mutton,12/26/2015,432.63
Beverages,Health Drinks,11/29/2016,982.55
Bakery,Biscuits,11/29/2016,134.64
"Eggs, Meat & Fish",Eggs,11/29/2016,340.86
Fruits & Veggies,Organic Vegetables,11/29/2016,332.18
Food Grains,Atta & Flour,9/15/2018,717.75
Fruits & Veggies,Organic Vegetables,5/19/2018,128.28
Beverages,Soft Drinks,12/17/2018,215.08
Beverages,Soft Drinks,12/17/2018,155.1
"Eggs, Meat & Fish",Chicken,12-11-2017,409.28
Bakery,Biscuits,12-11-2017,208.6
Food Grains,Rice,12-11-2017,32.4
"Eggs, Meat & Fish",Eggs,9/24/2018,43.4
"Eggs, Meat & Fish",Fish,9/24/2018,308.96
Bakery,Biscuits,10-04-2016,215.1
Food Grains,Atta & Flour,8/15/2017,665.21
Bakery,Breads & Buns,8/15/2017,240.76
Bakery,Breads & Buns,5/20/2017,283.8
Snacks,Cookies,5/20/2017,101.46
Oil & Masala,Spices,12/18/2017,448.14
Food Grains,Atta & Flour,7/30/2018,183.54
Food Grains,Atta & Flour,7/30/2018,427.5
Oil & Masala,Spices,06-10-2018,139.98
Snacks,Noodles,7/21/2018,299.42
"Eggs, Meat & Fish",Eggs,12/30/2018,149.04
Snacks,Noodles,04-01-2017,202.65
Beverages,Health Drinks,04-01-2017,109.12
"Eggs, Meat & Fish",Fish,12-11-2017,223.6
Snacks,Chocolates,12-11-2017,697.16
Food Grains,Rice,12-11-2017,421.98
"Eggs, Meat & Fish",Fish,10/23/2017,147.14
Fruits & Veggies,Organic Vegetables,6/19/2018,362.94
Oil & Masala,Edible Oil & Ghee,6/19/2018,434.4
Bakery,Cakes,8/22/2017,221.39
Food Grains,Rice,8/22/2017,537.9
Snacks,Chocolates,8/22/2017,236.46
Beverages,Health Drinks,9/19/2017,216.92
Oil & Masala,Masalas,9/19/2017,682.86
Beverages,Soft Drinks,8/24/2016,421.74
Fruits & Veggies,Fresh Fruits,8/24/2016,671.44
Bakery,Cakes,8/24/2016,237.2
Beverages,Soft Drinks,8/24/2016,106.89
Snacks,Chocolates,3/26/2017,150.28
Fruits & Veggies,Fresh Vegetables,11-04-2017,645.32
Food Grains,Atta & Flour,06-08-2018,125
Food Grains,Rice,06-08-2018,356.04
Beverages,Health Drinks,06-08-2018,536.75
"Eggs, Meat & Fish",Fish,12/24/2015,647.7
Snacks,Noodles,06-09-2018,432.14
"Eggs, Meat & Fish",Fish,06-09-2018,291.39
Oil & Masala,Spices,06-09-2018,134.08
Fruits & Veggies,Fresh Vegetables,6/15/2018,673.67
"Eggs, Meat & Fish",Eggs,12-05-2018,297.16
Food Grains,Organic Staples,12-05-2018,387.36
Bakery,Cakes,12-05-2018,457.52
Snacks,Cookies,3/18/2018,868.38
"Eggs, Meat & Fish",Chicken,3/18/2018,549.6
Beverages,Health Drinks,3/18/2018,170.4
"Eggs, Meat & Fish",Fish,3/18/2018,585.6
Beverages,Health Drinks,11/19/2017,573.24
Oil & Masala,Spices,11/19/2017,748.68
"Eggs, Meat & Fish",Chicken,11/19/2017,743.07
Snacks,Chocolates,11-04-2018,615.24
Snacks,Noodles,11-04-2018,444.6
Oil & Masala,Spices,07-05-2015,327.7
Oil & Masala,Masalas,07-05-2015,144
Bakery,Cakes,07-05-2015,149.94
Oil & Masala,Masalas,12/25/2018,69.66
Food Grains,Rice,6/21/2015,461.13
Food Grains,Organic Staples,6/21/2015,379.27
"Eggs, Meat & Fish",Chicken,6/21/2015,314.01
Oil & Masala,Spices,3/28/2016,52
Bakery,Breads & Buns,3/28/2016,299.46
Bakery,Biscuits,5/14/2016,425.6
"Eggs, Meat & Fish",Mutton,5/14/2016,230.2
Oil & Masala,Masalas,5/14/2016,572.55
Beverages,Health Drinks,5/14/2016,718.74
"Eggs, Meat & Fish",Chicken,5/14/2016,956.12
Oil & Masala,Edible Oil & Ghee,5/14/2016,234.08
Beverages,Health Drinks,5/14/2016,276.98
Bakery,Breads & Buns,09-02-2018,229.46
Oil & Masala,Spices,11-04-2017,268.06
Bakery,Biscuits,04-09-2016,197.04
Food Grains,Dals & Pulses,09-12-2015,136.62
"Eggs, Meat & Fish",Chicken,09-12-2015,500.98
Snacks,Chocolates,09-12-2015,247.2
Oil & Masala,Masalas,12-02-2015,174.9
Beverages,Soft Drinks,12-02-2015,408.61
Bakery,Breads & Buns,12-02-2015,255.42
Food Grains,Atta & Flour,04-05-2015,900.98
Snacks,Noodles,09-03-2018,258.72
"Eggs, Meat & Fish",Eggs,5/19/2018,54.2
Food Grains,Atta & Flour,5/19/2018,179.76
Food Grains,Dals & Pulses,5/19/2018,449.25
Food Grains,Dals & Pulses,07-01-2015,351.12
Fruits & Veggies,Fresh Fruits,01-11-2015,868.17
Bakery,Breads & Buns,9/24/2018,643.8
"Eggs, Meat & Fish",Eggs,06-02-2015,174.08
Fruits & Veggies,Fresh Vegetables,06-02-2015,152.52
Beverages,Soft Drinks,2/13/2017,129.54
Bakery,Cakes,12/15/2017,800.66
Oil & Masala,Edible Oil & Ghee,12/15/2017,209.78
"Eggs, Meat & Fish",Fish,10-07-2015,426
Food Grains,Dals & Pulses,07-07-2017,63.6
Food Grains,Dals & Pulses,9/16/2018,92.54
"Eggs, Meat & Fish",Chicken,9/16/2018,480.9
Beverages,Health Drinks,12-03-2017,260.04
Oil & Masala,Masalas,12-03-2017,893.76
Oil & Masala,Masalas,12-03-2017,735.12
"Eggs, Meat & Fish",Eggs,12-03-2017,582.08
Bakery,Cakes,12-03-2017,993.3
Bakery,Breads & Buns,1/21/2018,252.9
Beverages,Soft Drinks,1/21/2018,883.26
Oil & Masala,Spices,1/21/2018,366.86
Snacks,Noodles,1/21/2018,307.78
Snacks,Cookies,1/21/2018,199.95
Snacks,Noodles,1/21/2018,443.08
Oil & Masala,Edible Oil & Ghee,09-08-2015,108.48
Bakery,Cakes,01-04-2015,325.28
Beverages,Health Drinks,01-04-2015,223.36
Snacks,Chocolates,01-04-2015,174.57
Food Grains,Organic Staples,8/27/2017,252
Bakery,Cakes,8/27/2017,203.5
Food Grains,Organic Staples,8/27/2017,232.64
"Eggs, Meat & Fish",Chicken,8/27/2017,143.28
Oil & Masala,Spices,5/27/2015,267.54
"Eggs, Meat & Fish",Mutton,5/27/2015,196.08
Fruits & Veggies,Fresh Vegetables,3/20/2017,604.26
"Eggs, Meat & Fish",Eggs,10-02-2018,386.08
Oil & Masala,Edible Oil & Ghee,10-02-2018,755.22
Fruits & Veggies,Organic Fruits,10-02-2018,190.68
Food Grains,Rice,10-02-2018,214.34
"Eggs, Meat & Fish",Eggs,04-07-2017,656.4
Bakery,Cakes,12-07-2016,697.84
Beverages,Soft Drinks,9/18/2017,380.65
Snacks,Noodles,12/29/2015,215.38
Fruits & Veggies,Fresh Fruits,12/29/2015,249.09
Bakery,Cakes,7/23/2018,101.55
"Eggs, Meat & Fish",Fish,9/18/2018,80.85
Beverages,Health Drinks,8/31/2016,580.14
Food Grains,Atta & Flour,11-03-2018,733.59
Snacks,Chocolates,02-08-2016,132.64
Beverages,Health Drinks,1/13/2015,462.33
"Eggs, Meat & Fish",Chicken,1/13/2015,760.11
Beverages,Health Drinks,1/13/2015,985.16
Snacks,Noodles,1/13/2015,666.05
Food Grains,Atta & Flour,1/13/2015,136.7
Food Grains,Atta & Flour,5/14/2015,420
Food Grains,Rice,5/19/2017,219.35
"Eggs, Meat & Fish",Fish,1/30/2018,218.68
"Eggs, Meat & Fish",Fish,1/30/2018,189.38
Food Grains,Organic Staples,1/30/2018,119.1
Oil & Masala,Spices,1/30/2018,201.19
Fruits & Veggies,Organic Fruits,1/30/2018,601.6
Beverages,Health Drinks,1/30/2018,255.75
Snacks,Cookies,6/29/2015,379.62
Food Grains,Rice,8/21/2016,152.76
Food Grains,Dals & Pulses,8/21/2016,182.24
"Eggs, Meat & Fish",Eggs,8/21/2016,430.56
Bakery,Cakes,8/21/2016,604.48
"Eggs, Meat & Fish",Eggs,10-03-2016,790.56
Food Grains,Rice,10-03-2016,705.28
Food Grains,Dals & Pulses,10-03-2016,1010.52
"Eggs, Meat & Fish",Eggs,10-03-2016,576.18
"Eggs, Meat & Fish",Chicken,5/23/2016,154.88
Bakery,Breads & Buns,3/17/2018,268.05
Snacks,Cookies,12-12-2016,313.5
Snacks,Cookies,6/26/2016,663.78
Snacks,Noodles,6/26/2016,233.4
Food Grains,Dals & Pulses,6/26/2016,349.47
Bakery,Breads & Buns,6/26/2016,479.26
Fruits & Veggies,Fresh Fruits,5/20/2017,576.45
Snacks,Chocolates,9/20/2015,558.62
Oil & Masala,Spices,9/20/2015,78.32
Food Grains,Organic Staples,9/21/2018,155.04
Food Grains,Organic Staples,12/24/2016,218.79
Food Grains,Organic Staples,12/24/2016,715.88
Beverages,Health Drinks,12/24/2016,588.62
Fruits & Veggies,Organic Vegetables,11/27/2016,585.22
Snacks,Cookies,2/20/2018,456.09
Fruits & Veggies,Organic Vegetables,2/20/2018,385.51
"Eggs, Meat & Fish",Eggs,8/18/2017,118.8
Food Grains,Dals & Pulses,03-12-2017,332.5
Bakery,Cakes,4/22/2018,86.8
Snacks,Noodles,11-01-2015,313.31
Food Grains,Atta & Flour,11-01-2015,529.2
Bakery,Biscuits,02-03-2016,165.5
"Eggs, Meat & Fish",Fish,02-03-2016,345.23
Fruits & Veggies,Fresh Fruits,10/13/2015,722
"Eggs, Meat & Fish",Eggs,10/13/2015,147.1
"Eggs, Meat & Fish",Fish,10/13/2015,367.08
Bakery,Breads & Buns,10/13/2015,415.47
Snacks,Noodles,5/14/2018,83.5
Fruits & Veggies,Organic Fruits,5/14/2018,468.26
Beverages,Soft Drinks,3/20/2016,372.96
Beverages,Soft Drinks,9/15/2017,243.72
Bakery,Breads & Buns,6/28/2015,478.63
Snacks,Chocolates,6/28/2015,714.78
Beverages,Soft Drinks,6/28/2015,391.68
Fruits & Veggies,Fresh Vegetables,6/28/2015,128.17
Beverages,Health Drinks,6/28/2015,693.9
Bakery,Biscuits,6/20/2018,421.96
Food Grains,Organic Staples,6/20/2018,553
Snacks,Chocolates,05-09-2015,86.02
Snacks,Cookies,05-09-2015,477.67
Bakery,Cakes,8/21/2018,211.11
Bakery,Breads & Buns,8/21/2018,27.65
Food Grains,Dals & Pulses,8/21/2018,173.25
"Eggs, Meat & Fish",Chicken,6/16/2018,650.56
Beverages,Soft Drinks,6/16/2018,160.32
Snacks,Cookies,6/16/2018,339.45
Beverages,Soft Drinks,6/16/2018,682.5
Food Grains,Organic Staples,7/23/2017,251.26
Food Grains,Atta & Flour,7/23/2017,759.44
Beverages,Soft Drinks,7/23/2017,270.37
Snacks,Noodles,09-08-2015,65.78
Bakery,Breads & Buns,11-04-2018,147.22
"Eggs, Meat & Fish",Eggs,03-07-2017,235.68
Oil & Masala,Spices,11/20/2016,579.15
"Eggs, Meat & Fish",Mutton,11/20/2016,463.05
Food Grains,Atta & Flour,11/20/2016,162.72
"Eggs, Meat & Fish",Chicken,11-07-2017,108.8
Food Grains,Rice,11-07-2017,858.96
Beverages,Soft Drinks,11-07-2017,615.6
Beverages,Health Drinks,11-07-2017,742.96
Food Grains,Organic Staples,10/13/2016,123.88
Bakery,Cakes,10/13/2016,103.8
Oil & Masala,Masalas,01-01-2018,419.43
Fruits & Veggies,Fresh Vegetables,02-07-2015,155.4
Beverages,Health Drinks,6/20/2017,308
"Eggs, Meat & Fish",Fish,6/20/2017,211.08
"Eggs, Meat & Fish",Eggs,5/28/2017,230.89
Bakery,Cakes,2/19/2017,638.55
Oil & Masala,Spices,2/19/2017,105.28
Snacks,Noodles,08-03-2015,510
Food Grains,Organic Staples,08-03-2015,487.76
Food Grains,Dals & Pulses,08-03-2015,420.93
Bakery,Biscuits,04-10-2018,148.33
"Eggs, Meat & Fish",Mutton,04-10-2018,679.8
Food Grains,Atta & Flour,06-09-2015,570.4
Bakery,Breads & Buns,06-09-2015,88.41
Food Grains,Dals & Pulses,01-05-2017,714.4
"Eggs, Meat & Fish",Mutton,01-05-2017,224.75
Food Grains,Atta & Flour,01-05-2017,524.29
"Eggs, Meat & Fish",Chicken,01-10-2015,191.88
"Eggs, Meat & Fish",Fish,01-10-2015,119.7
Beverages,Health Drinks,9/29/2017,603.72
Beverages,Health Drinks,04-06-2015,250.8
Food Grains,Organic Staples,09-03-2017,719.1
Bakery,Breads & Buns,09-03-2017,796.36
Oil & Masala,Edible Oil & Ghee,10/19/2016,492.5
"Eggs, Meat & Fish",Fish,12-10-2015,135.36
Fruits & Veggies,Organic Vegetables,12-10-2015,448.75
Food Grains,Atta & Flour,8/25/2018,187.11
Beverages,Soft Drinks,1/17/2017,207.84
Oil & Masala,Spices,1/17/2017,766.8
Bakery,Cakes,1/17/2017,404.86
Food Grains,Rice,9/17/2015,352.2
Bakery,Cakes,11/30/2018,373.15
Beverages,Health Drinks,11/30/2018,623.88
Fruits & Veggies,Organic Vegetables,10-09-2016,97.02
Bakery,Breads & Buns,12/23/2018,512.88
Fruits & Veggies,Fresh Vegetables,10/22/2017,304.08
Snacks,Cookies,4/29/2015,64.32
Oil & Masala,Edible Oil & Ghee,4/25/2016,588.76
Food Grains,Organic Staples,6/26/2018,359.6
Food Grains,Atta & Flour,10/14/2018,204.3
Beverages,Health Drinks,12-09-2015,123.34
Bakery,Breads & Buns,6/20/2018,399.9
Bakery,Breads & Buns,6/20/2018,613.7
Food Grains,Dals & Pulses,6/26/2018,224.4
Snacks,Noodles,6/26/2018,318.5
Oil & Masala,Spices,6/26/2018,211.2
Oil & Masala,Masalas,11-10-2017,266.7
Food Grains,Atta & Flour,11-10-2017,195.75
Food Grains,Dals & Pulses,10-03-2017,429.97
Fruits & Veggies,Organic Fruits,09-09-2015,350.4
"Eggs, Meat & Fish",Eggs,10/29/2018,708.21
Beverages,Soft Drinks,04-10-2017,393.2
Snacks,Chocolates,11-11-2018,37.25
"Eggs, Meat & Fish",Fish,11-11-2018,480.87
"Eggs, Meat & Fish",Chicken,9/15/2018,212.96
Oil & Masala,Edible Oil & Ghee,04-08-2017,116.8
Beverages,Health Drinks,04-08-2017,634.04
Snacks,Noodles,04-08-2017,85.59
Snacks,Chocolates,12/30/2018,458.8
Snacks,Cookies,12/30/2018,685.98
Snacks,Chocolates,12/30/2018,455.13
Food Grains,Dals & Pulses,09-02-2018,853.92
Fruits & Veggies,Organic Vegetables,09-02-2018,442.12
Food Grains,Dals & Pulses,09-02-2018,329.46
Beverages,Health Drinks,5/31/2016,558.63
Bakery,Cakes,11/27/2018,238.68
Food Grains,Rice,11/27/2018,552.96
Beverages,Soft Drinks,6/15/2015,302.4
"Eggs, Meat & Fish",Eggs,6/15/2015,507.87
Oil & Masala,Spices,6/15/2015,442.62
Snacks,Chocolates,03-05-2017,462.13
Bakery,Cakes,03-05-2017,70.5
"Eggs, Meat & Fish",Fish,12-05-2015,354.9
"Eggs, Meat & Fish",Chicken,04-11-2016,189.72
Food Grains,Organic Staples,04-11-2016,374.43
Snacks,Noodles,04-11-2016,491.04
Food Grains,Dals & Pulses,9/15/2017,885.15
Bakery,Biscuits,9/13/2015,402.48
Oil & Masala,Spices,9/13/2015,451.72
Snacks,Noodles,10-05-2016,300.16
Bakery,Biscuits,10-05-2016,425.4
Beverages,Soft Drinks,4/14/2018,179.7
Food Grains,Rice,4/14/2018,307.7
Bakery,Cakes,4/14/2018,662
Fruits & Veggies,Fresh Vegetables,09-02-2018,306.16
Fruits & Veggies,Organic Fruits,6/20/2017,183.75
Snacks,Chocolates,6/20/2017,92.96
Oil & Masala,Spices,6/20/2017,200.8
Beverages,Soft Drinks,6/20/2017,262.56
Bakery,Cakes,11-05-2018,138.04
Bakery,Biscuits,12/13/2016,666.93
Oil & Masala,Edible Oil & Ghee,12/13/2016,255.45
Fruits & Veggies,Fresh Vegetables,6/19/2017,410.72
Oil & Masala,Masalas,12/13/2017,151.29
Bakery,Biscuits,12/13/2017,238.56
Food Grains,Atta & Flour,5/29/2016,704.55
Fruits & Veggies,Organic Fruits,5/29/2016,551.76
Oil & Masala,Spices,5/29/2016,252.6
Fruits & Veggies,Fresh Vegetables,7/26/2016,273.6
Snacks,Chocolates,11/28/2018,248
Beverages,Soft Drinks,11/28/2018,195.12
Food Grains,Dals & Pulses,11/28/2018,65.52
Oil & Masala,Masalas,11/28/2018,95.1
Food Grains,Atta & Flour,11/28/2018,113.95
Snacks,Chocolates,04-03-2018,495.9
Fruits & Veggies,Fresh Vegetables,12/28/2018,338.64
Oil & Masala,Spices,12/28/2018,182.97
Fruits & Veggies,Organic Vegetables,11/30/2018,161.76
"Eggs, Meat & Fish",Eggs,5/15/2018,148.8
"Eggs, Meat & Fish",Chicken,5/15/2018,408.48
"Eggs, Meat & Fish",Chicken,5/15/2018,117.05
Bakery,Biscuits,9/22/2016,425.25
Snacks,Chocolates,11/14/2018,441.18
Beverages,Soft Drinks,11/27/2016,252.31
Bakery,Breads & Buns,09-01-2017,417.42
Oil & Masala,Edible Oil & Ghee,9/22/2015,158.22
Snacks,Noodles,04-09-2018,197.12
Bakery,Cakes,04-09-2018,753.92
Oil & Masala,Edible Oil & Ghee,04-09-2018,778.62
Bakery,Breads & Buns,04-09-2018,267.48
Bakery,Cakes,04-09-2018,459.2
"Eggs, Meat & Fish",Mutton,04-09-2018,88.86
Food Grains,Rice,1/16/2015,139.8
Beverages,Health Drinks,1/16/2015,237.6
Oil & Masala,Spices,1/16/2015,430.4
"Eggs, Meat & Fish",Mutton,1/16/2015,362.39
Food Grains,Organic Staples,10-05-2018,197.44
Bakery,Cakes,10-05-2018,250.7
Fruits & Veggies,Fresh Vegetables,07-09-2018,494.05
"Eggs, Meat & Fish",Fish,01-07-2018,303.2
"Eggs, Meat & Fish",Mutton,5/30/2017,118.14
Bakery,Breads & Buns,12-09-2016,49.74
Snacks,Chocolates,10-03-2017,148.32
Food Grains,Dals & Pulses,11-11-2015,91.1
Oil & Masala,Edible Oil & Ghee,11-11-2015,154.98
Beverages,Soft Drinks,11-11-2015,315.4
Bakery,Biscuits,9/29/2018,548.68
"Eggs, Meat & Fish",Fish,9/29/2018,415.48
Snacks,Noodles,9/29/2018,70.5
"Eggs, Meat & Fish",Fish,03-10-2016,317.56
Oil & Masala,Spices,5/21/2018,409.64
Snacks,Chocolates,5/21/2018,243.32
Snacks,Cookies,3/29/2016,244.58
Food Grains,Rice,09-09-2017,386.88
Bakery,Biscuits,8/26/2017,895.83
Beverages,Health Drinks,8/26/2017,475.54
Snacks,Cookies,5/21/2015,80.7
Fruits & Veggies,Fresh Vegetables,5/21/2015,132.25
Snacks,Chocolates,10/28/2016,649.8
Oil & Masala,Edible Oil & Ghee,10/28/2016,459
Beverages,Soft Drinks,10/28/2016,141.4
Bakery,Breads & Buns,10/28/2016,89.76
Snacks,Cookies,11-10-2017,118.05
Beverages,Health Drinks,12/22/2018,275.52
Bakery,Cakes,08-07-2016,98.04
Snacks,Chocolates,10-01-2017,962.55
"Eggs, Meat & Fish",Fish,10/29/2017,351.68
Snacks,Chocolates,12/22/2018,500.48
Oil & Masala,Spices,05-12-2015,108.6
Fruits & Veggies,Fresh Vegetables,12-01-2015,600.99
Snacks,Cookies,08-03-2018,515.46
Food Grains,Organic Staples,9/24/2018,147.42
"Eggs, Meat & Fish",Eggs,11/19/2018,188.32
Snacks,Chocolates,05-05-2015,684.84
"Eggs, Meat & Fish",Fish,6/29/2018,367.36
"Eggs, Meat & Fish",Fish,9/20/2015,56.43
Fruits & Veggies,Fresh Vegetables,12/15/2015,320.88
Oil & Masala,Spices,5/14/2018,415.99
Bakery,Breads & Buns,10/24/2018,200.26
"Eggs, Meat & Fish",Fish,11/18/2015,226.44
Fruits & Veggies,Organic Vegetables,8/28/2017,441.75
Beverages,Health Drinks,6/29/2018,774.49
Food Grains,Dals & Pulses,3/14/2017,311.48
Oil & Masala,Spices,11/18/2015,237.32
Food Grains,Atta & Flour,4/26/2018,680.96
"Eggs, Meat & Fish",Eggs,11/18/2015,404.55
Bakery,Biscuits,9/27/2016,681.2
Beverages,Soft Drinks,5/17/2017,393.12
Food Grains,Atta & Flour,10/13/2018,129.78
Beverages,Health Drinks,10-10-2017,184.68
Snacks,Noodles,06-03-2015,323.83
Snacks,Cookies,6/25/2016,385
Snacks,Noodles,10/17/2017,411.95
"Eggs, Meat & Fish",Chicken,07-03-2018,489.3
Snacks,Chocolates,09-02-2015,441.28
Oil & Masala,Spices,12-01-2015,688.82
Food Grains,Atta & Flour,12-05-2018,569.8
Beverages,Health Drinks,08-09-2016,909.2
Fruits & Veggies,Fresh Fruits,12-01-2015,264.8
Snacks,Cookies,12-04-2017,126.84
"Eggs, Meat & Fish",Mutton,08-09-2016,505.35
Beverages,Health Drinks,5/17/2017,82.72
Fruits & Veggies,Organic Vegetables,03-09-2017,445.9
"Eggs, Meat & Fish",Chicken,09-10-2015,622.16
Beverages,Health Drinks,2/14/2017,891.36
Food Grains,Atta & Flour,4/21/2018,659.7
Food Grains,Organic Staples,10/14/2015,704.73
Fruits & Veggies,Fresh Vegetables,07-08-2015,119.88
Bakery,Cakes,6/29/2016,299.52
Food Grains,Atta & Flour,11/14/2017,51.03
Bakery,Biscuits,9/20/2015,294.12
Snacks,Cookies,10-04-2015,370.48
Bakery,Breads & Buns,3/26/2018,257.32
Oil & Masala,Spices,9/20/2015,81.72
Oil & Masala,Edible Oil & Ghee,11/20/2018,207.96
Oil & Masala,Masalas,02-11-2018,755.1
"Eggs, Meat & Fish",Eggs,05-03-2017,819.28
Beverages,Health Drinks,12-10-2018,294.35
Snacks,Cookies,9/18/2017,253.5
Beverages,Health Drinks,4/17/2018,742
Beverages,Health Drinks,9/16/2018,47.46
Bakery,Biscuits,12-01-2018,516.96
Fruits & Veggies,Organic Fruits,12-10-2018,837.76
Bakery,Cakes,07-11-2016,63.4
Oil & Masala,Masalas,12/15/2016,246.41
Fruits & Veggies,Organic Fruits,07-11-2016,548.34
Oil & Masala,Spices,9/14/2018,343.85
Fruits & Veggies,Organic Fruits,11/23/2018,135.73
Fruits & Veggies,Organic Vegetables,12/30/2017,642.84
Fruits & Veggies,Organic Vegetables,9/18/2017,229.03
Oil & Masala,Masalas,10/15/2015,157.5
Bakery,Breads & Buns,9/14/2018,266.56
Food Grains,Organic Staples,2/14/2017,148.61
"Eggs, Meat & Fish",Mutton,11/30/2018,629.28
Bakery,Cakes,07-11-2016,251.42
Beverages,Health Drinks,10/21/2015,466.17
Beverages,Health Drinks,08-09-2016,526.68
Oil & Masala,Masalas,07-07-2018,259.92
Food Grains,Dals & Pulses,7/28/2017,85.14
Oil & Masala,Masalas,5/30/2018,405
Fruits & Veggies,Fresh Vegetables,12-02-2018,880.74
Bakery,Biscuits,04-07-2015,170.81
Bakery,Cakes,11-05-2017,288.63
Beverages,Soft Drinks,02-06-2018,231.04
Food Grains,Atta & Flour,12-05-2017,180.39
Oil & Masala,Edible Oil & Ghee,5/30/2018,161.07
Bakery,Biscuits,10/22/2017,193.2
"Eggs, Meat & Fish",Fish,10/13/2018,848.82
Snacks,Cookies,04-08-2017,95.48
Beverages,Soft Drinks,11-05-2017,206.4
"Eggs, Meat & Fish",Fish,4/16/2016,597
